?"sku",fnsku,asin,amazon-store,fulfilled-by,your-price,sales-price,longest-side,median-side,shortest-side,length-and-girth,unit-of-dimension,item-package-weight,unit-of-weight,size_category_2024,shipping_weight_2024,size_category_2026,shipping_weight_2026,removal_fee_2026,multichannel_fee_standard,multichannel_fee_express,fba_fee_2025年01月15日至2025年10月14日_2024,fba_fee_2025年10月15日至2026年01月14日_2024,fba_fee_自2026年01月15日起_2026
MGG-GH-RH10,X004G6YHXL,B0DLG569GY,US,Amazon,17.99,17.99,11.42,11.26,2.32,38.58,inches,2.03,pounds,大号标准尺寸,2.146,大号标准尺寸,2.146,3.05,11.75,14.14,5.87,6.24,5.92
MGG-GH-RH05,X004G6YHXB,B0DLG7999C,US,Amazon,12.59,12.59,9.06,8.98,2.24,31.5,inches,1.21,pounds,大号标准尺寸,1.311,大号标准尺寸,1.311,2.27,10.64,13.45,5.37,5.68,5.42
MGG-GH-RH25,X004G6USV1,B0DLG3TD7R,US,Amazon,23.99,23.99,11.57,11.46,4.41,43.31,inches,4.14,pounds,大号标准尺寸,4.207,大号标准尺寸,4.207,5.23,12.59,14.97,7.31,7.85,7.36
MGG-GH-RH75,X004G6SNGX,B0DLG2NDM2,US,Amazon,44.99,44.99,15,15,5.28,55.56,inches,10.7,pounds,大号大件,10.7,小号大件,10.7,15.06,24.6,26.27,13.3,14.34,11.24
MGG-GH-RH50,X004G6SNGN,B0DLG5PMW9,US,Amazon,29.99,29.99,14.25,14.25,4.5,51.75,inches,7.14,pounds,大号大件,7.14,小号大件,7.14,10.04,21.93,23.61,11.94,12.98,9.88
MGG-GH-RH100,X004G6M9TF,B0DLG589WW,US,Amazon,47.99,47.99,16.69,16.25,6,61.19,inches,13.9,pounds,大号大件,13.9,小号大件,13.9,18.45,27,28.68,14.51,15.55,12.45
COMBO-02NJ,X004FB5KS3,B0DFBFGGN1,US,Amazon,22.39,22.39,13.27,5.24,2.09,27.93,inches,0.71,pounds,大号标准尺寸,1.046,大号标准尺寸,1.046,2.27,10.64,13.45,4.99,5.29,5.04
VSE-ASH09,X004FAK59N,B0DJV658NX,US,Amazon,99.99,99.99,17.52,13.89,7.56,60.42,inches,7.3,pounds,大号标准尺寸,13.236,大号标准尺寸,13.236,14.8,18.91,21.2,10.2,10.74,10.51
VSC-GCC4,X004ETM2XR,B0D8PQQWM3,US,Amazon,49.99,49.99,4.21,3.78,2.52,16.81,inches,0.57,pounds,大号标准尺寸,0.57,大号标准尺寸,0.57,1.53,8.61,11.81,4.15,4.43,4.2
VSE-ASH05,X004EF01YX,B0DHGP2JQ8,US,Amazon,59.99,59.99,14.92,8.98,7.83,48.54,inches,4.32,pounds,大号标准尺寸,7.547,大号标准尺寸,7.547,8.77,14.93,17.28,8.38,8.92,8.69
VSV-IFM4,X004E0DAZP,B0DGGCP1J5,US,Amazon,39.99,39.99,9.61,8.7,7.72,42.45,inches,2.54,pounds,大号标准尺寸,4.643,大号标准尺寸,4.643,5.69,12.9,15.27,7.45,7.99,7.5
MGS-PS10W6,X004DTI9XP,B0DG1JJFYP,US,Amazon,16.99,16.99,9.84,9.8,2.32,34.08,inches,1.26,pounds,大号标准尺寸,1.61,大号标准尺寸,1.61,2.27,10.64,13.45,5.52,5.84,5.57
MGS-PS10G6,X004DTI9WV,B0DG19HSPL,US,Amazon,16.99,16.99,9.65,9.53,2.24,33.19,inches,1.23,pounds,大号标准尺寸,1.482,大号标准尺寸,1.482,2.27,10.64,13.45,5.37,5.68,5.42
MGS-PS10S6,X004DTI9WB,B0DG12CH5G,US,Amazon,16.99,16.99,9.84,9.65,2.28,33.7,inches,1.21,pounds,大号标准尺寸,1.558,大号标准尺寸,1.558,2.27,10.64,13.45,5.52,5.84,5.57
MGS-PS10B6,X004DTH5DZ,B0DG1CKTH2,US,Amazon,16.99,16.99,9.76,9.69,2.24,33.62,inches,1.32,pounds,大号标准尺寸,1.524,大号标准尺寸,1.524,2.27,10.64,13.45,5.52,5.84,5.57
MGS-PS8B6,X004DTH5DF,B0DG1JKQWZ,US,Amazon,12.99,12.99,8.74,8.58,2.05,30,inches,1.01,pounds,大号标准尺寸,1.106,大号标准尺寸,1.106,2.27,10.64,13.45,4.99,5.29,5.04
MGS-PS12W6,X004DT8ZCZ,B0DG1VG2N1,US,Amazon,21.99,21.99,11.81,11.73,2.24,39.75,inches,1.9,pounds,大号标准尺寸,2.232,大号标准尺寸,2.232,3.14,11.75,14.14,5.87,6.24,5.92
MGS-PS12G6,X004DT8ZBV,B0DG1KNKYD,US,Amazon,21.99,21.99,11.73,11.73,2.24,39.67,inches,1.85,pounds,大号标准尺寸,2.217,大号标准尺寸,2.217,3.12,11.75,14.14,5.87,6.24,5.92
MGS-PS12S6,X004DT8ZBL,B0DG1FSVZM,US,Amazon,21.99,21.99,11.81,11.73,2.24,39.75,inches,1.92,pounds,大号标准尺寸,2.232,大号标准尺寸,2.232,3.14,11.75,14.14,5.87,6.24,5.92
MGS-PS8G6,X004DT8Z6L,B0DG1PNBDW,US,Amazon,12.99,12.99,8.78,8.62,1.97,29.96,inches,0.95,pounds,大号标准尺寸,1.073,大号标准尺寸,1.073,2.27,10.64,13.45,4.99,5.29,5.04
MGS-PS8W6,X004DT5MXP,B0DG1TKSHV,US,Amazon,12.99,12.99,8.27,8.27,1.18,27.17,inches,0.9,pounds,大号标准尺寸,0.9,大号标准尺寸,0.9,1.53,8.93,13.12,4.55,4.84,4.6
MGS-PS8S6,X004DT5MWV,B0DG1CFP33,US,Amazon,12.99,12.99,8.66,8.58,1.93,29.68,inches,0.95,pounds,大号标准尺寸,1.032,大号标准尺寸,1.032,2.27,10.64,13.45,4.99,5.29,5.04
MGG-WGGNAL,X004DS84HR,B0DFY7ZF53,US,Amazon,8.99,8.99,9.84,4.02,1.26,20.4,inches,0.11,pounds,大号标准尺寸,0.359,大号标准尺寸,0.359,0.84,7.72,11.59,3.13,3.39,3.13
MGG-WGGYAM,X004DS0IML,B0DFY7FMPC,US,Amazon,9.99,9.99,9.49,4.09,1.1,19.87,inches,0.09,pounds,大号标准尺寸,0.307,大号标准尺寸,0.307,0.84,7.72,11.59,3.13,3.39,3.13
MGG-WGGNBL,X004DRYCDD,B0DFY8QDMQ,US,Amazon,9.99,9.99,10,4.92,1.42,22.68,inches,0.11,pounds,大号标准尺寸,0.503,大号标准尺寸,0.503,1.53,8.61,11.81,3.38,3.66,3.38
WB-1.5x50,X004DM2CET,B0DFL5WMH8,US,Amazon,13.59,13.59,18.58,4.29,4.13,35.42,inches,2.67,pounds,大号大件,2.67,小号大件,2.67,6.36,18.58,20.25,10.24,11.28,8.18
WB-1.5x100,X004DLVIFJ,B0DFLFWXG7,US,Amazon,27.99,27.99,19.01,5.59,5.55,41.29,inches,5.42,pounds,大号大件,5.42,小号大件,5.42,10.04,20.64,22.32,11.29,12.33,9.23
VSF-AWE6-G2,X004DC9D3H,B0BP1Y3CRM,US,Amazon,45.99,45.99,9.69,9.53,7.36,43.47,inches,2.38,pounds,大号标准尺寸,4.89,大号标准尺寸,4.89,5.95,13.07,15.44,7.52,8.06,7.57
VSF-AWE6-G2x2,X004DC20DH,B0BZYVVKQB,US,Amazon,79.99,79.99,18.9,9.5,7.28,52.46,inches,4.55,pounds,大号大件,9.404,小号大件,9.404,10.04,23.63,25.3,12.8,13.84,10.74
332967-25,X004DC0WX7,B0DF2HNHZX,US,Amazon,7.19,7.19,7.13,2.91,1.26,15.47,inches,1.01,pounds,大号标准尺寸,1.01,大号标准尺寸,1.01,2.27,10.64,13.45,4.22,4.52,4.22
SWS-003,X004D3UN5N,B0DDKGQHT3,US,Amazon,17.99,17.99,8.23,8.07,5.67,35.71,inches,1.9,pounds,大号标准尺寸,2.709,大号标准尺寸,2.709,3.64,11.75,14.14,6.21,6.61,6.26
VSV-WVK4,X004D3MSHT,B0DDKNBV3D,US,Amazon,37.99,37.99,17.4,7.32,4.41,40.86,inches,5.36,pounds,大号标准尺寸,5.36,大号标准尺寸,5.36,6.45,13.4,15.77,7.68,8.22,7.73
VSV-WVK3,X004D3MRL1,B0DDKLX3FZ,US,Amazon,40.84,40.84,17.28,7.64,7.28,47.12,inches,6.77,pounds,大号标准尺寸,6.914,大号标准尺寸,6.914,8.1,14.49,16.84,8.17,8.71,8.22
GH-A10,X004CK8471,B0DCG2W5TX,US,Amazon,19.99,19.99,2.68,2.28,1.65,10.54,inches,0.15,pounds,大号标准尺寸,0.15,大号标准尺寸,0.15,0.84,7.56,10.88,3.68,3.92,3.73
VSS-SP-3456L40,X004CJOX95,B0DCFFQ66D,US,Amazon,19.99,19.99,13.89,6.38,6.3,39.25,inches,2.48,pounds,大号标准尺寸,4.017,大号标准尺寸,4.017,5.03,12.46,14.84,7.25,7.79,7.3
VSS-SP-456L36,X004CJNU3Z,B0DCFNHLNM,US,Amazon,19.99,19.99,14.22,6.62,6.3,40.06,inches,2.7,pounds,大号标准尺寸,4.267,大号标准尺寸,4.267,5.29,12.64,15.01,7.33,7.87,7.38
VSEX-HID1-ST,X004CHWTSJ,B0DCBLL6KN,US,Amazon,139.99,139.99,14,10,9.5,53,inches,8.3,pounds,大号大件,9.568,小号大件,9.568,10.04,23.76,25.43,12.87,13.91,10.81
WMM-0001,X004C51W61,B0DBGZXYR6,US,Amazon,24.99,24.99,8.58,3.62,2.01,19.84,inches,0.57,pounds,大号标准尺寸,0.57,大号标准尺寸,0.57,1.53,8.61,11.81,4.15,4.43,4.2
NB-003J,X004BPMUHR,B0D9NDKB8T,US,Amazon,119.99,119.99,12,9.5,9,49,inches,20,pounds,大号大件,20,小号大件,20,24.92,31.58,33.25,16.83,17.87,14.77
VSH-HCP08,X004BNMS8Z,B0D9LM52X7,US,Amazon,15.99,15.99,8.58,6.42,1.14,23.7,inches,0.24,pounds,大号标准尺寸,0.452,大号标准尺寸,0.452,0.84,7.72,11.59,3.9,4.16,3.95
VSH-HCP04,X004BNMS8P,B0D9LJZ2XT,US,Amazon,11.99,11.99,7.2,5.24,1.02,19.72,inches,0.33,pounds,大号标准尺寸,0.33,大号标准尺寸,0.33,0.84,7.72,11.59,3.9,4.16,3.95
VSG-PPS-05G,X004BM7Y0N,B0D9K3X49G,US,Amazon,29.99,29.99,17.09,9.92,7.32,51.57,inches,3,pounds,大号标准尺寸,8.928,大号标准尺寸,8.928,10.23,15.9,18.23,8.82,9.36,8.87
VSG-FWT-110B,X004BEW4U1,B0D976XCDW,US,Amazon,31.99,31.99,11,9.1,3.9,37,inches,4,pounds,大号标准尺寸,4,大号标准尺寸,4,5.01,12.45,14.83,7.24,7.78,7.29
VSG-FWT-400B,X004BEW1GD,B0D976KQ24,US,Amazon,49.99,49.99,11.8,11.8,3.9,43.2,inches,7,pounds,大号标准尺寸,7,大号标准尺寸,7,8.19,14.55,16.9,8.2,8.74,8.25
VSG-FWT-540B,X004BEMJ8X,B0D97767J9,US,Amazon,47.99,47.99,15.71,11.18,7.48,53.03,inches,9.94,pounds,大号标准尺寸,9.94,大号标准尺寸,9.94,11.31,16.61,18.93,9.14,9.68,9.19
VSG-FWT-240B,X004BEL1UP,B0D977XGTM,US,Amazon,39.99,39.99,10.51,9.57,6.77,43.19,inches,5.71,pounds,大号标准尺寸,5.71,大号标准尺寸,5.71,6.82,13.65,16.01,7.79,8.33,7.84
VSG-GB-5OYBGG350,X004B9L45H,B0D91W6FQ6,US,Amazon,15.99,15.99,10.55,6.89,2.99,30.31,inches,1.52,pounds,大号标准尺寸,1.564,大号标准尺寸,1.564,2.27,10.64,13.45,5.52,5.84,5.57
VSG-GB-10OYBGG350,X004B9L457,B0D91X4KS7,US,Amazon,18.99,18.99,12.09,8.66,3.19,35.79,inches,2.18,pounds,大号标准尺寸,2.403,大号标准尺寸,2.403,3.32,11.75,14.14,6.05,6.44,6.1
VSG-GB-7OYBGG350,X004B9L44X,B0D91VVF33,US,Amazon,17.99,17.99,10.51,8.58,2.64,32.95,inches,1.83,pounds,大号标准尺寸,1.83,大号标准尺寸,1.83,2.27,10.64,13.45,5.77,6.1,5.82
VSF-BF412W,X004B9KMWN,B0D8KFSPK2,US,Amazon,51.99,51.99,16.75,7,2.75,36.25,inches,3,pounds,大号标准尺寸,3,大号标准尺寸,3,3.95,11.75,14.14,6.62,7.03,6.93
VSF-BF412B,X004B9KMKP,B0D8KDWWMM,US,Amazon,55.99,55.99,16.69,7.05,2.83,36.45,inches,3.15,pounds,大号标准尺寸,3.15,大号标准尺寸,3.15,4.11,11.86,14.24,6.97,7.51,7.28
VSG-GB-AOYBGG350,X004B9JK71,B0D91WZJQ1,US,Amazon,17.99,17.99,10.75,8.43,3.7,35.01,inches,1.79,pounds,大号标准尺寸,2.412,大号标准尺寸,2.412,3.33,11.75,14.14,6.05,6.44,6.1
WB-6x300,X004B65QSB,B0D8VHL4MR,US,Amazon,179.99,179.99,72,10.5,10.5,114,inches,59.5,pounds,"超大件((50,70]磅)",59.5,"超大件((50,70]磅)",59.5,66.79,71.22,76.31,46.49,49.3,43.7
VSG-SCB4W,X004B58NYL,B0D8SZNG4C,US,Amazon,215.99,215.99,16.2,15.7,13.5,74.6,inches,19.95,pounds,大号大件,24.702,小号大件,24.702,29.9,35.11,36.78,18.62,19.66,16.56
VSG-BR230g40X30M,X004B3HTLL,B0D8PXJKGH,US,Amazon,27.99,27.99,12.6,12.4,3.7,44.8,inches,4.37,pounds,大号标准尺寸,4.37,大号标准尺寸,4.37,5.4,12.71,15.09,7.36,7.9,7.41
VSG-BR230g40X13M,X004B3FGR5,B0D8PR4Q2Z,US,Amazon,15.99,15.99,10.87,10.79,2.28,37.01,inches,1.1,pounds,大号标准尺寸,1.924,大号标准尺寸,1.924,2.27,10.64,13.45,5.77,6.1,5.82
VSG-BR280g63X30G,X004B3DN61,B0D8P8XV2Q,US,Amazon,44.99,44.99,17.99,13.54,4.72,54.51,inches,8.62,pounds,大号标准尺寸,8.62,大号标准尺寸,8.62,9.91,15.68,18.02,8.72,9.26,8.77
VSG-BR230g40X75M,X004B383A7,B0D8PSCK93,US,Amazon,53.99,53.99,21,13,4.5,56,inches,11.65,pounds,大号大件,11.65,小号大件,11.65,16.07,25.32,26.99,13.66,14.7,11.6
VSF-BF410B,X004B1LCC5,B0D8KFWPZ5,US,Amazon,49.99,49.99,16.77,7.05,2.91,36.69,inches,2.95,pounds,大号标准尺寸,2.95,大号标准尺寸,2.95,3.9,11.75,14.14,6.62,7.03,6.67
VSP-SWP-PT16,X004B1J9EN,B0D8KVF8V9,US,Amazon,219.99,219.99,21.5,21,13.5,90.5,inches,37.25,pounds,大号大件,43.851,小号大件,43.851,50.2,49.52,51.19,25.89,26.93,23.83
VSF-BF410W,X004B17SHX,B0D8KH8CYR,US,Amazon,35.99,35.99,16.69,7.09,2.87,36.61,inches,3,pounds,大号标准尺寸,3,大号标准尺寸,3,3.95,11.75,14.14,6.62,7.03,6.67
GT-002,X004AT22TF,B0D83JKQSD,US,Amazon,24.99,24.99,6.06,4.53,4.53,24.18,inches,1.85,pounds,大号标准尺寸,1.85,大号标准尺寸,1.85,2.27,10.64,13.45,5.77,6.1,5.82
GT-001,X004ASQ30F,B0D82YTC9B,US,Amazon,16.99,16.99,4.53,4.49,3.07,19.65,inches,0.95,pounds,大号标准尺寸,0.95,大号标准尺寸,0.95,1.53,8.93,13.12,4.55,4.84,4.6
VSAW400SE,X004ASFK81,B0D826L2JD,US,Amazon,349.99,349.99,31.4,17,5.1,75.6,inches,17.6,pounds,大号大件,19.585,小号大件,19.585,24.48,31.27,32.94,16.67,17.71,14.61
VSAW400SE-E25,X004ASFK7R,B0D8318TRS,US,Amazon,369.99,369.99,31.5,17,5.25,76,inches,18.1,pounds,大号大件,20.226,小号大件,20.226,25.16,31.75,33.42,16.92,17.96,14.86
VSAW400,X004ASFK7H,B0D82RC59V,US,Amazon,259.99,429.99,34,18,4.5,79,inches,21.55,pounds,大号大件,21.55,小号大件,21.55,26.56,32.74,34.41,17.42,18.46,15.36
332967-200,X004AQPPLF,B0D7YT3B87,US,Amazon,22.49,22.49,12.13,7.32,1.97,30.71,inches,8.07,pounds,大号标准尺寸,8.07,大号标准尺寸,8.07,9.32,15.3,17.64,8.54,9.08,8.59
HCC-002,X004ANSXVH,B0D7VJDC9B,US,Amazon,49.99,49.99,38.75,10,9.5,77.75,inches,12.05,pounds,大号大件,26.484,大号大件,26.484,31.79,37.28,38.98,19.29,20.33,19.03
VSI-FFSW6-4,X004ABE3LD,B0D7HNXMGL,US,Amazon,59.99,59.99,15.3,15.2,7.8,61.3,inches,10.35,pounds,大号大件,13.05,小号大件,13.05,17.55,26.37,28.04,14.19,15.23,12.13
VP-KIT001,X004A2ZR7V,B0D737G54M,US,Amazon,99.99,99.99,16.9,14.8,9.6,65.7,inches,15.1,pounds,大号大件,17.274,小号大件,17.274,22.03,29.54,31.21,15.79,16.83,13.73
AP-5W,X0049Z2YV1,B0D6W3QSYR,US,Amazon,29.99,29.99,10.31,5.47,5.16,31.57,inches,2.2,pounds,大号标准尺寸,2.2,大号标准尺寸,2.2,3.1,11.75,14.14,5.87,6.24,5.92
HR-0004J,X0049PKXPF,B0C8153XLZ,US,Amazon,109.99,109.99,84.25,7,3.75,105.75,inches,19.75,pounds,"超大件((0,50]磅)",19.75,"超大件((0,50]磅)",19.75,24.66,43.8,44.76,33.45,36.19,33.45
HR-0003J,X0049PFNFZ,B0C818F9Q6,US,Amazon,68.39,68.39,70.5,6.5,4.5,92.5,inches,17,pounds,"超大件((0,50]磅)",17,"超大件((0,50]磅)",17,21.74,42.09,42.97,32.41,35.14,32.41
305142-PEN,X0049L6ASD,B0D62HTFKS,US,Amazon,9.49,9.49,6.5,2.17,1.26,13.36,inches,0.22,pounds,大号标准尺寸,0.22,大号标准尺寸,0.22,0.84,7.56,10.88,2.91,3.15,2.91
305141-PEN,X0049L2AZF,B0D62NJWV7,US,Amazon,9.99,9.99,6.46,2.13,1.14,13,inches,0.24,pounds,大号标准尺寸,0.24,大号标准尺寸,0.24,0.84,7.56,10.88,2.91,3.15,2.91
VSE-UH075,X0049KTL0X,B0D626DZTN,US,Amazon,24.99,24.99,7.28,4.02,3.98,23.28,inches,0.86,pounds,大号标准尺寸,0.86,大号标准尺寸,0.86,1.53,8.93,13.12,4.55,4.84,4.6
AP-40kit,X00497UXJT,B0D59VNTDN,US,Amazon,53.99,53.99,8.7,7.13,6.85,36.66,inches,6.75,pounds,大号标准尺寸,6.75,大号标准尺寸,6.75,7.93,14.38,16.73,8.12,8.66,8.43
HR-0001D,X004910IU9,B0D4TK376L,US,Amazon,35.09,35.09,31,13,2.5,62,inches,5.9,pounds,大号大件,7.248,小号大件,7.248,10.04,22.02,23.69,11.98,13.02,9.92
CBIN-BL-3,X0048ZJQ6D,B0D4QF9ZMJ,US,Amazon,55.47,55.47,15.8,12.8,8.8,59,inches,5.4,pounds,大号大件,12.804,小号大件,12.804,17.29,26.18,27.85,14.1,15.14,12.04
CBIN-BL-5,X0048ZJQ63,B0D4Q8TYQX,US,Amazon,66.39,66.39,16.2,13,11.3,64.8,inches,7.5,pounds,大号大件,17.121,小号大件,17.121,21.87,29.42,31.09,15.74,16.78,13.68
PHP-0001,X0048WWBKT,B0D4L8Y7BT,US,Amazon,7.99,7.99,3.11,2.48,1.06,10.19,inches,0.07,pounds,大号标准尺寸,0.07,大号标准尺寸,0.07,0.84,7.56,10.88,2.91,3.15,2.91
WB-47-2,X0048MU18X,B0D456N2TP,US,Amazon,59.39,59.39,23.3,23.3,4.2,78.3,inches,9.15,pounds,大号大件,16.404,小号大件,16.404,21.11,28.88,30.55,15.46,16.5,13.4
WB-30-2,X0048MU18D,B0D44YMHGR,US,Amazon,49.99,49.99,20.25,20,4,68.25,inches,7.8,pounds,大号大件,11.655,小号大件,11.655,16.07,25.32,26.99,13.66,14.7,11.6
WB-47,X0048MU183,B0D451N9RQ,US,Amazon,40.49,40.49,23.25,23.02,2.25,73.79,inches,5.7,pounds,大号大件,8.664,小号大件,8.664,10.04,23.08,24.75,12.52,13.56,10.46
SPray-1L-BG,X0048HB425,B0D3TKZJDH,US,Amazon,17.09,17.09,11.77,6.02,4.65,33.11,inches,1.01,pounds,大号标准尺寸,2.37,大号标准尺寸,2.37,3.28,11.75,14.14,6.05,6.44,6.1
332583-20,X0048FBSPF,B0D3PMBVV1,US,Amazon,26.99,26.99,5.43,5.35,4.61,25.35,inches,1.65,pounds,大号标准尺寸,1.65,大号标准尺寸,1.65,2.27,10.64,13.45,5.52,5.84,5.57
332583-10,X0048FBR6P,B0D3PCGMXM,US,Amazon,22.99,22.99,5.12,4.76,4.29,23.22,inches,0.24,pounds,大号标准尺寸,0.752,大号标准尺寸,0.752,1.53,8.93,13.12,4.55,4.84,4.6
332583-35,X0048F7UG1,B0D3PLFYCQ,US,Amazon,32.99,32.99,6.26,6.22,5.08,28.86,inches,2.76,pounds,大号标准尺寸,2.76,大号标准尺寸,2.76,3.7,11.75,14.14,6.62,7.03,6.67
HR-0001J,X0048F2XLX,B0BWDPZTF1,US,Amazon,43.99,43.99,43.5,8,4.25,68,inches,12.75,pounds,大号大件,12.75,大号大件,12.75,17.23,26.71,28.41,14.07,15.12,13.81
HR-0002J,X0048EXVMT,B0BWDS5B79,US,Amazon,47.99,47.99,56.5,8.75,4.2,82.4,inches,14.55,pounds,大号大件,14.938,大号大件,14.938,19.55,28.39,30.09,14.91,15.95,14.65
DDC-006,X0048D6M7L,B0D3L14RQX,US,Amazon,59.99,59.99,39,13,10,85,inches,19.8,pounds,大号大件,36.475,大号大件,36.475,42.38,44.88,19.58,23.09,24.13,22.83
304866x4-J,X0047U8NE5,B0D2MMVCL4,US,Amazon,26.99,26.99,7.44,7.36,3.7,29.56,inches,1.1,pounds,大号标准尺寸,1.458,大号标准尺寸,1.458,2.27,10.64,13.45,5.37,5.68,5.42
VSFW007,X0047HPSGT,B0D21MXJ2C,US,Amazon,59.99,69.99,20.2,18.8,7.8,73.4,inches,21.15,pounds,大号大件,21.31,小号大件,21.31,26.31,32.56,34.23,17.33,18.37,15.27
VSFW008,X0047HN2M1,B0D228DNS8,US,Amazon,39.99,39.99,17.36,13.27,7.01,57.92,inches,15.76,pounds,大号标准尺寸,15.76,大号标准尺寸,15.76,17.48,20.68,22.94,11,11.54,11.05
SFP-001,X0046M4IX9,B0CZ8H7N2M,US,Amazon,22.79,22.79,7.32,7.28,2.44,26.76,inches,0.95,pounds,大号标准尺寸,0.95,大号标准尺寸,0.95,1.53,8.93,13.12,4.55,4.84,4.6
HHC-0001,X0046LWZOT,B0CZ8PQSD1,US,Amazon,31.34,31.34,8.07,3.98,3.86,23.75,inches,1.08,pounds,大号标准尺寸,1.08,大号标准尺寸,1.08,2.27,10.64,13.45,4.99,5.29,5.04
332024J,X0046LUVW7,B0CZ85T6LW,US,Amazon,23.99,23.99,3.82,3.66,2.56,16.26,inches,0.64,pounds,大号标准尺寸,0.64,大号标准尺寸,0.64,1.53,8.61,11.81,4.15,4.43,4.2
332023J-2,X0046LUUSH,B0CZ85T9RY,US,Amazon,19.99,19.99,3.46,1.97,1.73,10.86,inches,0.22,pounds,大号标准尺寸,0.22,大号标准尺寸,0.22,0.84,7.56,10.88,3.68,3.92,3.73
LOUPE-007J,X0046LUM1R,B0CZ84CV6X,US,Amazon,18.99,18.99,2.83,2.56,2.44,12.83,inches,0.44,pounds,大号标准尺寸,0.44,大号标准尺寸,0.44,0.84,7.72,11.59,3.9,4.16,3.95
VSE-ASH19,X0046GCNKP,B0CYZPJMJR,US,Amazon,159.99,159.99,30,13.25,13,82.5,inches,14,pounds,大号大件,37.176,小号大件,37.176,43.13,44.51,46.18,23.36,24.4,21.3
HR-0002-2,X0046G8MUP,B0CYZ7QXL8,US,Amazon,84.99,84.99,57.25,9,5,85.25,inches,26.1,pounds,大号大件,26.1,大号大件,26.1,31.39,36.99,38.69,19.15,20.19,18.89
HR-0003-2,X0046G649V,B0CYZCWS48,US,Amazon,98.79,98.79,72.75,8.5,7,103.75,inches,32.8,pounds,"超大件((0,50]磅)",32.8,"超大件((0,50]磅)",32.8,38.49,51.89,53.24,38.41,41.14,38.41
HR-0001-2,X0046G4AGZ,B0CYZ2FHPX,US,Amazon,80.99,80.99,42.5,8.5,7.5,74.5,inches,24.9,pounds,大号大件,24.9,大号大件,24.9,30.11,36.06,37.76,18.69,19.73,18.43
VSF-AWE9W,X0046B77IN,B0CYPLPSV2,US,Amazon,59.99,59.99,11.73,11.38,7.4,49.29,inches,3.31,pounds,大号标准尺寸,7.107,大号标准尺寸,7.107,8.3,14.62,16.97,8.23,8.77,8.54
VSF-AWE9,X0046B4WEZ,B0CYPFLPML,US,Amazon,59.99,59.99,11.46,11.42,7.28,48.86,inches,3.35,pounds,大号标准尺寸,6.854,大号标准尺寸,6.854,8.04,14.45,16.8,8.15,8.69,8.46
VSF-AWE9G,X0046B3KCP,B0CYPLM44V,US,Amazon,57.99,57.99,11.2,11,7.3,47.8,inches,3.31,pounds,大号标准尺寸,6.47,大号标准尺寸,6.47,7.63,14.18,16.53,8.03,8.57,8.34
AWM-003,X0045U0PRZ,B0CXPHT5GC,US,Amazon,79.99,79.99,9.21,6.26,3.9,29.53,inches,2.71,pounds,大号标准尺寸,2.71,大号标准尺寸,2.71,3.64,11.75,14.14,6.21,6.61,6.52
AWM-002,X0045U0POX,B0CXP9GK6Z,US,Amazon,47.49,47.49,9.09,6.26,3.9,29.41,inches,1.92,pounds,大号标准尺寸,1.92,大号标准尺寸,1.92,2.27,10.64,13.45,5.77,6.1,5.82
DWC-0004,X0045GLB7H,B0CWSPDFNL,US,Amazon,74.99,74.99,19,13,13,71,inches,14.4,pounds,大号大件,23.101,小号大件,23.101,28.21,33.91,35.58,18.01,19.05,15.95
CL-001J,X0045D1RPL,B0CWNDF8PY,US,Amazon,15.99,15.99,12.64,4.92,3.9,30.28,inches,0.74,pounds,大号标准尺寸,1.745,大号标准尺寸,1.745,2.27,10.64,13.45,5.52,5.84,5.57
CL-002J,X0045CZXDT,B0CWN5D6GW,US,Amazon,24.99,24.99,17.44,7.87,7.36,47.9,inches,1.9,pounds,大号标准尺寸,7.267,大号标准尺寸,7.267,8.47,14.74,17.08,8.29,8.83,8.34
VSF-R410-BL,X0045CUB1D,B0CWN3M47J,US,Amazon,31.99,31.99,15.27,6.26,2.72,33.23,inches,2.09,pounds,大号标准尺寸,2.09,大号标准尺寸,2.09,2.99,11.75,14.14,5.87,6.24,5.92
DCC-005,X00459B9C1,B0CWGGF5GJ,US,Amazon,69.99,69.99,37.5,9,9,73.5,inches,14.3,pounds,大号大件,21.853,大号大件,21.853,26.88,33.72,35.42,17.53,18.57,17.27
DCC-004,X00454FBGB,B0CW58R9FD,US,Amazon,56.99,56.99,38.25,11,9,78.25,inches,16,pounds,大号大件,27.243,大号大件,27.243,32.6,37.87,39.57,19.58,20.62,19.32
332582-20,X0044G1LUF,B0CTTB445C,US,Amazon,19.99,19.99,5.94,4.88,4.41,24.52,inches,1.39,pounds,大号标准尺寸,1.39,大号标准尺寸,1.39,2.27,10.64,13.45,5.37,5.68,5.42
VSN-CAMGIR32J,X00444BBU7,B0CT8BGPYP,US,Amazon,28.49,28.49,7.4,5.12,2.2,22.04,inches,2.56,pounds,大号标准尺寸,2.56,大号标准尺寸,2.56,3.48,11.75,14.14,6.21,6.61,6.26
VSN-BJ32,X004446A67,B0CT88ZPG4,US,Amazon,31.34,31.34,7.48,5.12,2.28,22.28,inches,2.45,pounds,大号标准尺寸,2.45,大号标准尺寸,2.45,3.37,11.75,14.14,6.05,6.44,6.1
